event,mid,best_ask,best_bid,buy_market_vol,sell_market_vol,buy_limit_vol,sell_limit_vol,buy_cancel_vol,sell_cancel_vol,lvl0_ask_p,lvl0_ask_v,lvl0_bid_p,lvl0_bid_v,lvl1_ask_p,lvl1_ask_v,lvl1_bid_p,lvl1_bid_v,lvl2_ask_p,lvl2_ask_v,lvl2_bid_p,lvl2_bid_v,lvl3_ask_p,lvl3_ask_v,lvl3_bid_p,lvl3_bid_v,lvl4_ask_p,lvl4_ask_v,lvl4_bid_p,lvl4_bid_v,lvl5_ask_p,lvl5_ask_v,lvl5_bid_p,lvl5_bid_v,lvl6_ask_p,lvl6_ask_v,lvl6_bid_p,lvl6_bid_v,lvl7_ask_p,lvl7_ask_v,lvl7_bid_p,lvl7_bid_v,lvl8_ask_p,lvl8_ask_v,lvl8_bid_p,lvl8_bid_v,lvl9_ask_p,lvl9_ask_v,lvl9_bid_p,lvl9_bid_v
59,12.370001,12.39,12.35,46.0,54.0,26.0,62.0,42.0,48.0,12.39,3500.0,12.35,19400.0,12.4,15300.0,12.34,13600.0,12.41,16800.0,12.33,12500.0,12.42,5400.0,12.32,5500.0,12.43,2500.0,12.31,2100.0,12.44,14800.0,12.3,17100.0,12.45,4100.0,12.29,11900.0,12.46,3300.0,12.28,8800.0,12.47,16000.0,12.27,16400.0,12.48,19000.0,12.26,6900.0
60,12.355,12.36,12.35,59.0,52.0,61.0,57.0,51.0,48.0,12.36,19000.0,12.35,15800.0,12.37,7400.0,12.34,7200.0,12.38,3000.0,12.33,18400.0,12.39,4800.0,12.32,6000.0,12.4,8800.0,12.31,3600.0,12.41,16300.0,12.3,14200.0,12.42,3900.0,12.29,4000.0,12.43,1400.0,12.28,19000.0,12.44,9200.0,12.27,13400.0,12.45,3800.0,12.26,5300.0
61,12.355,12.36,12.35,28.0,14.0,61.0,52.0,73.0,6.0,12.36,11200.0,12.35,4900.0,12.37,12600.0,12.34,18500.0,12.38,6700.0,12.33,12500.0,12.39,18300.0,12.32,17900.0,12.4,1100.0,12.31,3000.0,12.41,19700.0,12.3,18500.0,12.42,7100.0,12.29,10800.0,12.43,11800.0,12.28,13700.0,12.44,15200.0,12.27,8000.0,12.45,17900.0,12.26,2100.0
62,12.355,12.38,12.33,33.0,22.0,59.0,52.0,15.0,50.0,12.38,1600.0,12.33,19200.0,12.39,4300.0,12.32,19800.0,12.4,6400.0,12.31,7900.0,12.41,1500.0,12.3,18900.0,12.42,7800.0,12.29,4100.0,12.43,10100.0,12.28,3900.0,12.44,16000.0,12.27,2300.0,12.45,10400.0,12.26,8400.0,12.46,1700.0,12.25,1900.0,12.47,10800.0,12.24,8400.0
63,12.355,12.37,12.34,0.0,14.0,51.0,63.0,29.0,37.0,12.37,3400.0,12.34,3600.0,12.38,16200.0,12.33,14800.0,12.39,12500.0,12.32,16800.0,12.4,2300.0,12.31,14000.0,12.41,15200.0,12.3,4800.0,12.42,11100.0,12.29,15500.0,12.43,12400.0,12.28,5700.0,12.44,13600.0,12.27,15400.0,12.45,1100.0,12.26,11700.0,12.46,10500.0,12.25,7900.0
64,12.360001,12.38,12.34,11.0,5.0,78.0,7.0,49.0,12.0,12.38,1800.0,12.34,2500.0,12.39,15200.0,12.33,16700.0,12.4,8900.0,12.32,18800.0,12.41,18600.0,12.31,13600.0,12.42,12000.0,12.3,19300.0,12.43,12500.0,12.29,18700.0,12.44,19600.0,12.28,4600.0,12.45,13500.0,12.27,14800.0,12.46,16500.0,12.26,7600.0,12.47,17300.0,12.25,10200.0
65,12.37,12.38,12.36,39.0,40.0,75.0,38.0,52.0,2.0,12.38,8300.0,12.36,3900.0,12.39,7100.0,12.35,19500.0,12.4,14600.0,12.34,14700.0,12.41,18000.0,12.33,6000.0,12.42,13500.0,12.32,8000.0,12.43,17100.0,12.31,9000.0,12.44,17200.0,12.3,15200.0,12.45,15600.0,12.29,18500.0,12.46,16000.0,12.28,7100.0,12.47,10900.0,12.27,9900.0
66,12.365,12.37,12.36,9.0,16.0,32.0,75.0,15.0,47.0,12.37,2200.0,12.36,12200.0,12.38,9300.0,12.35,8400.0,12.39,3000.0,12.34,10500.0,12.4,12000.0,12.33,3000.0,12.41,13000.0,12.32,4100.0,12.42,3700.0,12.31,8600.0,12.43,8300.0,12.3,18300.0,12.44,2200.0,12.29,7600.0,12.45,14900.0,12.28,5700.0,12.46,19600.0,12.27,15100.0
67,12.355,12.36,12.35,44.0,55.0,78.0,33.0,9.0,24.0,12.36,18900.0,12.35,19000.0,12.37,3000.0,12.34,9700.0,12.38,15100.0,12.33,1100.0,12.39,9500.0,12.32,14000.0,12.4,16000.0,12.31,8800.0,12.41,17300.0,12.3,13700.0,12.42,1800.0,12.29,6200.0,12.43,18800.0,12.28,1000.0,12.44,3000.0,12.27,7500.0,12.45,19800.0,12.26,14300.0
68,12.37,12.38,12.36,72.0,18.0,54.0,10.0,35.0,17.0,12.38,3800.0,12.36,8400.0,12.39,18800.0,12.35,5100.0,12.4,11900.0,12.34,9800.0,12.41,15400.0,12.33,15200.0,12.42,16800.0,12.32,3200.0,12.43,9600.0,12.31,14100.0,12.44,8900.0,12.3,13600.0,12.45,13000.0,12.29,8000.0,12.46,2900.0,12.28,19400.0,12.47,16600.0,12.27,17900.0
69,12.365,12.37,12.36,28.0,2.0,0.0,77.0,33.0,65.0,12.37,6600.0,12.36,7000.0,12.38,7100.0,12.35,1500.0,12.39,4200.0,12.34,6800.0,12.4,19700.0,12.33,4800.0,12.41,10600.0,12.32,11300.0,12.42,7800.0,12.31,18400.0,12.43,2700.0,12.3,17500.0,12.44,15100.0,12.29,6800.0,12.45,15500.0,12.28,9100.0,12.46,19400.0,12.27,1600.0
70,12.355,12.37,12.34,56.0,11.0,59.0,60.0,25.0,22.0,12.37,1500.0,12.34,11300.0,12.38,18600.0,12.33,2200.0,12.39,15700.0,12.32,18800.0,12.4,10200.0,12.31,17400.0,12.41,15300.0,12.3,5000.0,12.42,17200.0,12.29,14200.0,12.43,1200.0,12.28,11700.0,12.44,13400.0,12.27,16200.0,12.45,15600.0,12.26,10000.0,12.46,6600.0,12.25,4600.0
71,12.360001,12.37,12.35,50.0,43.0,18.0,44.0,74.0,37.0,12.37,2600.0,12.35,13100.0,12.38,19200.0,12.34,2500.0,12.39,14300.0,12.33,12100.0,12.4,4200.0,12.32,5000.0,12.41,6400.0,12.31,14000.0,12.42,6600.0,12.3,16700.0,12.43,8000.0,12.29,3000.0,12.44,2800.0,12.28,8600.0,12.45,8700.0,12.27,14900.0,12.46,10000.0,12.26,4100.0
72,12.355,12.37,12.34,58.0,10.0,68.0,75.0,16.0,46.0,12.37,5000.0,12.34,11700.0,12.38,7300.0,12.33,13700.0,12.39,18500.0,12.32,7700.0,12.4,11400.0,12.31,16800.0,12.41,4900.0,12.3,10700.0,12.42,6700.0,12.29,12900.0,12.43,15100.0,12.28,3600.0,12.44,4500.0,12.27,1400.0,12.45,1200.0,12.26,1900.0,12.46,14400.0,12.25,18100.0
73,12.355,12.37,12.34,63.0,70.0,19.0,46.0,61.0,68.0,12.37,8700.0,12.34,17700.0,12.38,14800.0,12.33,16300.0,12.39,15000.0,12.32,4700.0,12.4,10900.0,12.31,10900.0,12.41,13100.0,12.3,16100.0,12.42,3100.0,12.29,13800.0,12.43,16800.0,12.28,3100.0,12.44,8800.0,12.27,18000.0,12.45,1400.0,12.26,4000.0,12.46,16200.0,12.25,4200.0
74,12.360001,12.37,12.35,56.0,59.0,38.0,68.0,72.0,72.0,12.37,14300.0,12.35,18100.0,12.38,10400.0,12.34,10200.0,12.39,9100.0,12.33,8000.0,12.4,8200.0,12.32,11500.0,12.41,18000.0,12.31,19600.0,12.42,17400.0,12.3,3200.0,12.43,6800.0,12.29,15300.0,12.44,11300.0,12.28,7300.0,12.45,6900.0,12.27,3200.0,12.46,7300.0,12.26,9000.0
75,12.355,12.37,12.34,2.0,10.0,70.0,9.0,74.0,4.0,12.37,8900.0,12.34,11400.0,12.38,6100.0,12.33,4900.0,12.39,17800.0,12.32,8700.0,12.4,5800.0,12.31,13000.0,12.41,11300.0,12.3,11900.0,12.42,5200.0,12.29,14700.0,12.43,4600.0,12.28,16800.0,12.44,9000.0,12.27,8700.0,12.45,8300.0,12.26,9000.0,12.46,13600.0,12.25,10400.0
76,12.355,12.36,12.35,64.0,68.0,62.0,35.0,69.0,23.0,12.36,3400.0,12.35,11700.0,12.37,6000.0,12.34,3000.0,12.38,16900.0,12.33,6900.0,12.39,12300.0,12.32,4200.0,12.4,7400.0,12.31,8300.0,12.41,3500.0,12.3,19400.0,12.42,6900.0,12.29,12000.0,12.43,11700.0,12.28,9100.0,12.44,12100.0,12.27,11700.0,12.45,2500.0,12.26,13700.0
77,12.360001,12.37,12.35,64.0,25.0,10.0,41.0,10.0,56.0,12.37,3100.0,12.35,9200.0,12.38,7900.0,12.34,9500.0,12.39,2300.0,12.33,14300.0,12.4,8900.0,12.32,2100.0,12.41,1000.0,12.31,11200.0,12.42,13600.0,12.3,11300.0,12.43,14600.0,12.29,15300.0,12.44,17500.0,12.28,19600.0,12.45,17800.0,12.27,16100.0,12.46,9100.0,12.26,10500.0
78,12.355,12.38,12.33,31.0,71.0,78.0,42.0,59.0,54.0,12.38,12700.0,12.33,4200.0,12.39,13800.0,12.32,12100.0,12.4,10800.0,12.31,16800.0,12.41,14000.0,12.3,18700.0,12.42,19500.0,12.29,16600.0,12.43,6600.0,12.28,4500.0,12.44,6600.0,12.27,14500.0,12.45,17400.0,12.26,17700.0,12.46,13900.0,12.25,13900.0,12.47,19000.0,12.24,14000.0
79,12.355,12.38,12.33,47.0,78.0,33.0,30.0,37.0,4.0,12.38,3600.0,12.33,10500.0,12.39,7800.0,12.32,13100.0,12.4,13000.0,12.31,6500.0,12.41,6600.0,12.3,2600.0,12.42,6500.0,12.29,16700.0,12.43,13400.0,12.28,18900.0,12.44,18600.0,12.27,17200.0,12.45,4400.0,12.26,7300.0,12.46,2000.0,12.25,2700.0,12.47,5300.0,12.24,6300.0
80,12.355,12.37,12.34,65.0,20.0,42.0,2.0,79.0,22.0,12.37,1200.0,12.34,17000.0,12.38,11000.0,12.33,13400.0,12.39,13400.0,12.32,19300.0,12.4,3700.0,12.31,7500.0,12.41,6800.0,12.3,11400.0,12.42,10900.0,12.29,16000.0,12.43,11600.0,12.28,5400.0,12.44,11700.0,12.27,19300.0,12.45,11900.0,12.26,12200.0,12.46,4300.0,12.25,1100.0
81,12.355,12.38,12.33,26.0,26.0,4.0,22.0,41.0,12.0,12.38,4900.0,12.33,1400.0,12.39,9500.0,12.32,17700.0,12.4,9400.0,12.31,13200.0,12.41,17200.0,12.3,15400.0,12.42,13300.0,12.29,15800.0,12.43,6300.0,12.28,8900.0,12.44,8500.0,12.27,16100.0,12.45,8700.0,12.26,18800.0,12.46,4500.0,12.25,4200.0,12.47,14600.0,12.24,15500.0
82,12.355,12.37,12.34,13.0,11.0,2.0,64.0,13.0,14.0,12.37,13900.0,12.34,6800.0,12.38,1100.0,12.33,7100.0,12.39,9800.0,12.32,8800.0,12.4,18500.0,12.31,17400.0,12.41,15700.0,12.3,1400.0,12.42,3400.0,12.29,9200.0,12.43,12800.0,12.28,13900.0,12.44,6600.0,12.27,3000.0,12.45,7200.0,12.26,16000.0,12.46,19700.0,12.25,18800.0
83,12.355,12.36,12.35,55.0,2.0,38.0,77.0,7.0,64.0,12.36,12200.0,12.35,2700.0,12.37,19300.0,12.34,3900.0,12.38,6000.0,12.33,19500.0,12.39,10500.0,12.32,4700.0,12.4,10500.0,12.31,2400.0,12.41,6900.0,12.3,19000.0,12.42,6600.0,12.29,17900.0,12.43,11300.0,12.28,13400.0,12.44,14300.0,12.27,11400.0,12.45,1600.0,12.26,18400.0
84,12.355,12.38,12.33,25.0,41.0,28.0,6.0,55.0,79.0,12.38,10000.0,12.33,13400.0,12.39,11500.0,12.32,13500.0,12.4,7700.0,12.31,17000.0,12.41,5200.0,12.3,13400.0,12.42,11900.0,12.29,10500.0,12.43,1400.0,12.28,8400.0,12.44,1900.0,12.27,10500.0,12.45,14000.0,12.26,10900.0,12.46,15300.0,12.25,7800.0,12.47,6800.0,12.24,9500.0
85,12.355,12.37,12.34,56.0,54.0,3.0,74.0,41.0,1.0,12.37,5300.0,12.34,16200.0,12.38,16300.0,12.33,8900.0,12.39,16000.0,12.32,1400.0,12.4,3900.0,12.31,6300.0,12.41,8300.0,12.3,5400.0,12.42,10700.0,12.29,16000.0,12.43,9600.0,12.28,9500.0,12.44,2100.0,12.27,6300.0,12.45,16300.0,12.26,16400.0,12.46,2900.0,12.25,1300.0
86,12.35,12.37,12.33,32.0,44.0,6.0,78.0,26.0,70.0,12.37,16700.0,12.33,4300.0,12.38,11900.0,12.32,16700.0,12.39,15900.0,12.31,11400.0,12.4,8100.0,12.3,15600.0,12.41,14100.0,12.29,16900.0,12.42,10700.0,12.28,18800.0,12.43,15600.0,12.27,2200.0,12.44,6500.0,12.26,16100.0,12.45,3200.0,12.25,14400.0,12.46,7400.0,12.24,4900.0
87,12.35,12.37,12.33,60.0,78.0,57.0,78.0,30.0,30.0,12.37,11200.0,12.33,18700.0,12.38,18000.0,12.32,8600.0,12.39,1000.0,12.31,17800.0,12.4,18000.0,12.3,12400.0,12.41,12900.0,12.29,11000.0,12.42,1200.0,12.28,4000.0,12.43,3700.0,12.27,18300.0,12.44,1900.0,12.26,11500.0,12.45,7800.0,12.25,1100.0,12.46,18400.0,12.24,1300.0
88,12.35,12.36,12.34,14.0,9.0,47.0,20.0,62.0,66.0,12.36,17200.0,12.34,15700.0,12.37,16000.0,12.33,4000.0,12.38,17700.0,12.32,12300.0,12.39,8600.0,12.31,13900.0,12.4,7400.0,12.3,6300.0,12.41,6400.0,12.29,11800.0,12.42,12400.0,12.28,5500.0,12.43,5600.0,12.27,18900.0,12.44,10700.0,12.26,17300.0,12.45,7200.0,12.25,6400.0
89,12.35,12.37,12.33,33.0,18.0,41.0,27.0,0.0,74.0,12.37,6300.0,12.33,11000.0,12.38,15800.0,12.32,10500.0,12.39,6600.0,12.31,19200.0,12.4,11800.0,12.3,8400.0,12.41,1100.0,12.29,11600.0,12.42,12800.0,12.28,18600.0,12.43,5300.0,12.27,4000.0,12.44,19900.0,12.26,11400.0,12.45,1500.0,12.25,3000.0,12.46,10000.0,12.24,12700.0
90,12.355,12.37,12.34,43.0,71.0,45.0,15.0,14.0,36.0,12.37,5600.0,12.34,7900.0,12.38,14900.0,12.33,19300.0,12.39,10300.0,12.32,8800.0,12.4,7800.0,12.31,3500.0,12.41,2000.0,12.3,16800.0,12.42,1700.0,12.29,16500.0,12.43,5600.0,12.28,14200.0,12.44,19000.0,12.27,15200.0,12.45,14800.0,12.26,6000.0,12.46,12300.0,12.25,13100.0
91,12.360001,12.37,12.35,46.0,17.0,79.0,52.0,8.0,12.0,12.37,9000.0,12.35,1700.0,12.38,18300.0,12.34,4700.0,12.39,19400.0,12.33,18700.0,12.4,1300.0,12.32,15000.0,12.41,13000.0,12.31,5300.0,12.42,16400.0,12.3,3100.0,12.43,5700.0,12.29,19000.0,12.44,15100.0,12.28,3100.0,12.45,3700.0,12.27,5800.0,12.46,2300.0,12.26,4400.0
92,12.35,12.36,12.34,67.0,29.0,36.0,12.0,42.0,13.0,12.36,11800.0,12.34,1100.0,12.37,6400.0,12.33,6900.0,12.38,19400.0,12.32,19500.0,12.39,17000.0,12.31,7400.0,12.4,11000.0,12.3,10500.0,12.41,17300.0,12.29,15100.0,12.42,18200.0,12.28,11400.0,12.43,18400.0,12.27,15100.0,12.44,15000.0,12.26,13500.0,12.45,7300.0,12.25,12500.0
93,12.35,12.37,12.33,38.0,34.0,78.0,24.0,39.0,75.0,12.37,7700.0,12.33,13300.0,12.38,5800.0,12.32,16100.0,12.39,11800.0,12.31,14400.0,12.4,5200.0,12.3,16000.0,12.41,16200.0,12.29,3700.0,12.42,7600.0,12.28,13800.0,12.43,17500.0,12.27,15000.0,12.44,9900.0,12.26,6600.0,12.45,18200.0,12.25,17600.0,12.46,18000.0,12.24,6700.0
94,12.35,12.36,12.34,79.0,17.0,23.0,44.0,62.0,61.0,12.36,9200.0,12.34,5600.0,12.37,19100.0,12.33,17400.0,12.38,4200.0,12.32,5600.0,12.39,11400.0,12.31,8800.0,12.4,9700.0,12.3,7900.0,12.41,13800.0,12.29,18000.0,12.42,18400.0,12.28,9600.0,12.43,16700.0,12.27,14100.0,12.44,4700.0,12.26,16000.0,12.45,7600.0,12.25,12900.0
95,12.345,12.35,12.34,29.0,42.0,62.0,35.0,8.0,15.0,12.35,14600.0,12.34,18900.0,12.36,19000.0,12.33,16200.0,12.37,10600.0,12.32,8600.0,12.38,9300.0,12.31,19000.0,12.39,4800.0,12.3,10900.0,12.4,13900.0,12.29,1400.0,12.41,13000.0,12.28,5900.0,12.42,6300.0,12.27,12800.0,12.43,1100.0,12.26,3900.0,12.44,9600.0,12.25,12000.0
96,12.344999,12.37,12.32,66.0,63.0,50.0,31.0,38.0,68.0,12.37,3000.0,12.32,7800.0,12.38,6800.0,12.31,11100.0,12.39,6700.0,12.3,1000.0,12.4,11000.0,12.29,17100.0,12.41,12100.0,12.28,7800.0,12.42,10100.0,12.27,3600.0,12.43,5400.0,12.26,9300.0,12.44,12200.0,12.25,10200.0,12.45,19200.0,12.24,13100.0,12.46,1400.0,12.23,10900.0
97,12.33,12.34,12.32,10.0,65.0,23.0,21.0,31.0,21.0,12.34,12000.0,12.32,1800.0,12.35,8300.0,12.31,17500.0,12.36,7700.0,12.3,9600.0,12.37,5200.0,12.29,2400.0,12.38,7000.0,12.28,15600.0,12.39,19600.0,12.27,13500.0,12.4,16700.0,12.26,13300.0,12.41,13500.0,12.25,9100.0,12.42,2100.0,12.24,8700.0,12.43,17400.0,12.23,11100.0
98,12.33,12.35,12.31,38.0,36.0,9.0,18.0,61.0,5.0,12.35,15400.0,12.31,1900.0,12.36,4800.0,12.3,6600.0,12.37,7800.0,12.29,19700.0,12.38,9700.0,12.28,13500.0,12.39,13200.0,12.27,8900.0,12.4,19300.0,12.26,5200.0,12.41,1600.0,12.25,15100.0,12.42,13400.0,12.24,5900.0,12.43,17400.0,12.23,4000.0,12.44,5700.0,12.22,3900.0
99,12.33,12.35,12.31,73.0,79.0,8.0,46.0,79.0,51.0,12.35,4500.0,12.31,14800.0,12.36,14300.0,12.3,13200.0,12.37,17300.0,12.29,2300.0,12.38,12700.0,12.28,3100.0,12.39,19100.0,12.27,13000.0,12.4,15400.0,12.26,11800.0,12.41,8200.0,12.25,14000.0,12.42,16800.0,12.24,4300.0,12.43,17500.0,12.23,14800.0,12.44,2600.0,12.22,18700.0
100,12.325001,12.35,12.3,74.0,25.0,52.0,14.0,15.0,44.0,12.35,4400.0,12.3,12400.0,12.36,3400.0,12.29,4700.0,12.37,13200.0,12.28,13900.0,12.38,14000.0,12.27,7500.0,12.39,16500.0,12.26,1900.0,12.4,17200.0,12.25,6700.0,12.41,12700.0,12.24,18200.0,12.42,5800.0,12.23,8800.0,12.43,16700.0,12.22,17400.0,12.44,5400.0,12.21,10600.0
101,12.33,12.35,12.31,10.0,65.0,12.0,23.0,35.0,0.0,12.35,7300.0,12.31,10800.0,12.36,8200.0,12.3,1000.0,12.37,18500.0,12.29,13100.0,12.38,9700.0,12.28,3000.0,12.39,2300.0,12.27,10000.0,12.4,13300.0,12.26,5900.0,12.41,15100.0,12.25,8400.0,12.42,1200.0,12.24,11200.0,12.43,4400.0,12.23,1200.0,12.44,3400.0,12.22,6400.0
102,12.33,12.35,12.31,26.0,70.0,49.0,5.0,41.0,43.0,12.35,10700.0,12.31,19800.0,12.36,5100.0,12.3,2000.0,12.37,4600.0,12.29,7000.0,12.38,4800.0,12.28,7100.0,12.39,19400.0,12.27,8200.0,12.4,13000.0,12.26,14000.0,12.41,3400.0,12.25,5700.0,12.42,8800.0,12.24,9700.0,12.43,1200.0,12.23,13200.0,12.44,6700.0,12.22,7100.0
103,12.344999,12.37,12.32,51.0,23.0,55.0,23.0,45.0,56.0,12.37,12400.0,12.32,19000.0,12.38,17400.0,12.31,19600.0,12.39,8800.0,12.3,3200.0,12.4,5100.0,12.29,7500.0,12.41,6700.0,12.28,4900.0,12.42,3800.0,12.27,4500.0,12.43,13500.0,12.26,10300.0,12.44,1700.0,12.25,11700.0,12.45,17000.0,12.24,9000.0,12.46,7000.0,12.23,6100.0
104,12.325001,12.35,12.3,3.0,4.0,59.0,23.0,17.0,29.0,12.35,8200.0,12.3,6200.0,12.36,18500.0,12.29,19800.0,12.37,7500.0,12.28,18500.0,12.38,17200.0,12.27,2400.0,12.39,10300.0,12.26,13400.0,12.4,9000.0,12.25,9600.0,12.41,10300.0,12.24,14000.0,12.42,6500.0,12.23,12300.0,12.43,5600.0,12.22,17800.0,12.44,2600.0,12.21,2200.0
105,12.325,12.33,12.32,31.0,62.0,10.0,33.0,33.0,72.0,12.33,1700.0,12.32,7600.0,12.34,12500.0,12.31,19700.0,12.35,9600.0,12.3,4400.0,12.36,7900.0,12.29,3400.0,12.37,9900.0,12.28,14800.0,12.38,1600.0,12.27,15700.0,12.39,5300.0,12.26,13700.0,12.4,16400.0,12.25,15700.0,12.41,13700.0,12.24,14100.0,12.42,4500.0,12.23,3500.0
106,12.33,12.35,12.31,73.0,7.0,9.0,21.0,58.0,30.0,12.35,8200.0,12.31,12500.0,12.36,12700.0,12.3,15700.0,12.37,6800.0,12.29,17400.0,12.38,9500.0,12.28,5600.0,12.39,14900.0,12.27,3400.0,12.4,8700.0,12.26,15800.0,12.41,15600.0,12.25,5800.0,12.42,4100.0,12.24,1600.0,12.43,2600.0,12.23,16600.0,12.44,15800.0,12.22,10600.0
107,12.325,12.33,12.32,65.0,50.0,22.0,1.0,8.0,28.0,12.33,11800.0,12.32,7200.0,12.34,4600.0,12.31,1200.0,12.35,13700.0,12.3,1600.0,12.36,2900.0,12.29,16000.0,12.37,12000.0,12.28,10300.0,12.38,5100.0,12.27,3800.0,12.39,9800.0,12.26,7800.0,12.4,11100.0,12.25,4100.0,12.41,5300.0,12.24,3100.0,12.42,9000.0,12.23,6200.0
108,12.325001,12.35,12.3,39.0,39.0,38.0,28.0,59.0,54.0,12.35,5200.0,12.3,11400.0,12.36,10400.0,12.29,4900.0,12.37,14200.0,12.28,7500.0,12.38,7400.0,12.27,10000.0,12.39,3600.0,12.26,8900.0,12.4,12000.0,12.25,3400.0,12.41,11700.0,12.24,1700.0,12.42,12400.0,12.23,1600.0,12.43,4300.0,12.22,7600.0,12.44,12600.0,12.21,14600.0
109,12.315001,12.32,12.31,37.0,39.0,7.0,71.0,64.0,48.0,12.32,9900.0,12.31,3400.0,12.33,8300.0,12.3,15900.0,12.34,2700.0,12.29,14500.0,12.35,8300.0,12.28,1000.0,12.36,14100.0,12.27,1500.0,12.37,8000.0,12.26,4700.0,12.38,12000.0,12.25,2000.0,12.39,2700.0,12.24,11000.0,12.4,19800.0,12.23,1700.0,12.41,9700.0,12.22,16200.0
110,12.32,12.33,12.31,28.0,58.0,39.0,46.0,77.0,74.0,12.33,6500.0,12.31,10300.0,12.34,16900.0,12.3,14800.0,12.35,6500.0,12.29,15200.0,12.36,13800.0,12.28,10600.0,12.37,9300.0,12.27,18500.0,12.38,17600.0,12.26,19800.0,12.39,13800.0,12.25,7800.0,12.4,3000.0,12.24,3300.0,12.41,19000.0,12.23,7900.0,12.42,3000.0,12.22,5200.0
111,12.315001,12.32,12.31,14.0,50.0,4.0,17.0,58.0,28.0,12.32,1300.0,12.31,11000.0,12.33,12200.0,12.3,8100.0,12.34,15100.0,12.29,10100.0,12.35,19200.0,12.28,15500.0,12.36,2400.0,12.27,6200.0,12.37,15300.0,12.26,11200.0,12.38,15300.0,12.25,7300.0,12.39,1700.0,12.24,15900.0,12.4,15900.0,12.23,13100.0,12.41,8600.0,12.22,1100.0
112,12.32,12.34,12.3,55.0,48.0,11.0,75.0,20.0,9.0,12.34,14800.0,12.3,13500.0,12.35,13600.0,12.29,4200.0,12.36,14800.0,12.28,14700.0,12.37,17200.0,12.27,11700.0,12.38,14800.0,12.26,8600.0,12.39,14200.0,12.25,14100.0,12.4,15800.0,12.24,17200.0,12.41,1000.0,12.23,15700.0,12.42,16000.0,12.22,11300.0,12.43,10800.0,12.21,14700.0
113,12.315001,12.32,12.31,12.0,35.0,31.0,50.0,35.0,55.0,12.32,9600.0,12.31,8800.0,12.33,16200.0,12.3,15900.0,12.34,4900.0,12.29,16700.0,12.35,7200.0,12.28,3600.0,12.36,17600.0,12.27,5500.0,12.37,4800.0,12.26,6100.0,12.38,10300.0,12.25,4100.0,12.39,4000.0,12.24,8400.0,12.4,5100.0,12.23,4600.0,12.41,18300.0,12.22,12300.0
114,12.315001,12.32,12.31,59.0,55.0,45.0,54.0,64.0,76.0,12.32,1200.0,12.31,2900.0,12.33,16400.0,12.3,6100.0,12.34,3800.0,12.29,13600.0,12.35,16900.0,12.28,8500.0,12.36,15100.0,12.27,9000.0,12.37,3000.0,12.26,16100.0,12.38,18400.0,12.25,19700.0,12.39,2900.0,12.24,11700.0,12.4,12800.0,12.23,2500.0,12.41,19000.0,12.22,2900.0
115,12.315001,12.33,12.3,31.0,50.0,33.0,5.0,15.0,42.0,12.33,6100.0,12.3,19400.0,12.34,11500.0,12.29,13900.0,12.35,10300.0,12.28,15200.0,12.36,2500.0,12.27,13800.0,12.37,2200.0,12.26,4400.0,12.38,10600.0,12.25,9500.0,12.39,3800.0,12.24,16100.0,12.4,6700.0,12.23,17400.0,12.41,1200.0,12.22,5500.0,12.42,6600.0,12.21,12300.0
116,12.315001,12.34,12.29,63.0,46.0,56.0,21.0,59.0,46.0,12.34,8600.0,12.29,3900.0,12.35,11800.0,12.28,19200.0,12.36,3500.0,12.27,5700.0,12.37,10000.0,12.26,14800.0,12.38,3500.0,12.25,5300.0,12.39,5400.0,12.24,12700.0,12.4,2500.0,12.23,13500.0,12.41,9000.0,12.22,7200.0,12.42,17300.0,12.21,16500.0,12.43,16200.0,12.2,17800.0
117,12.315001,12.33,12.3,42.0,58.0,15.0,30.0,58.0,40.0,12.33,5400.0,12.3,17200.0,12.34,4300.0,12.29,7200.0,12.35,11500.0,12.28,15100.0,12.36,11900.0,12.27,11600.0,12.37,8100.0,12.26,12200.0,12.38,10000.0,12.25,10000.0,12.39,12100.0,12.24,12400.0,12.4,7200.0,12.23,3500.0,12.41,6600.0,12.22,8700.0,12.42,4000.0,12.21,4300.0
118,12.315001,12.33,12.3,77.0,9.0,7.0,54.0,6.0,28.0,12.33,19000.0,12.3,6300.0,12.34,15000.0,12.29,3400.0,12.35,19400.0,12.28,5000.0,12.36,8400.0,12.27,15800.0,12.37,4800.0,12.26,11400.0,12.38,15900.0,12.25,1400.0,12.39,1400.0,12.24,15900.0,12.4,5900.0,12.23,18200.0,12.41,18600.0,12.22,17700.0,12.42,19900.0,12.21,16600.0
119,12.32,12.34,12.3,50.0,1.0,73.0,3.0,26.0,4.0,12.34,8200.0,12.3,19800.0,12.35,7500.0,12.29,12100.0,12.36,1100.0,12.28,19200.0,12.37,12200.0,12.27,19000.0,12.38,7700.0,12.26,6900.0,12.39,10900.0,12.25,17400.0,12.4,11400.0,12.24,16000.0,12.41,5000.0,12.23,15700.0,12.42,14900.0,12.22,18000.0,12.43,2000.0,12.21,8200.0
